,GENE.ID,Hsap_IMR90iPSCs_CPCs_1G_Rep1,Hsap_IMR90iPSCs_CPCs_1G_Rep2,Hsap_IMR90iPSCs_CPCs_1G_Rep3,Hsap_IMR90iPSCs_CPCs_suG_Rep1,Hsap_IMR90iPSCs_CPCs_suG_Rep2,Hsap_IMR90iPSCs_CPCs_suG_Rep3,Hsap_TK6cells_LCL_1G_Rep1_SRR1805693,Hsap_TK6cells_LCL_1G_Rep2_SRR1805694,Hsap_TK6cells_LCL_suG_Rep1_SRR1805691,Hsap_TK6cells_LCL_suG_Rep2_SRR1805692
3903,ENSG00000113645,308.1276623,240.8707117,223.8769233,210.6880567,148.7713291,142.1168831,824.8838391,815.9375362,1030.923549,915.0084993
3904,ENSG00000113648,4657.413428,6083.820344,5207.897593,5010.630798,4753.651448,5148.95621,10576.68419,10471.72275,9558.126603,10194.68469
3905,ENSG00000113649,2047.960612,1918.568287,2183.892858,2401.675111,2302.078597,1894.574937,15769.76081,14024.06692,15648.47598,13125.47163
3906,ENSG00000113657,4266.540676,5885.458828,4764.294809,3950.815433,4145.444299,4372.977641,NA,NA,NA,NA
3907,ENSG00000113658,1515.244522,1569.532186,1286.825296,1426.641148,1514.769225,1655.179227,2296.91863,2399.138663,2174.813041,2119.074696
3908,ENSG00000113712,3272.464646,3442.936729,3719.149613,3475.455462,3694.341973,3515.643778,6685.177402,7037.591984,6587.706099,7255.16129
3909,ENSG00000113716,1139.282942,1335.40181,1155.860059,1184.537222,1021.58845,1168.728301,3690.806614,3704.663241,3524.312902,3442.465236
3910,ENSG00000113719,1940.971545,1677.118364,1859.127065,1782.981252,1772.951197,1852.122168,8187.600644,8329.264105,8303.72811,8464.966631
3911,ENSG00000113721,1282.911855,1515.424998,1412.445669,1349.087502,1382.641446,1352.87831,NA,NA,NA,NA
3912,ENSG00000113722,4.16386863,4.493931603,5.30617126,5.863933199,3.714037759,4.162003492,NA,NA,NA,NA
3913,ENSG00000113732,813.8910824,908.9994033,746.9787167,789.4175609,789.5602554,759.3987997,2111.451299,2088.344774,2121.405048,2338.161663
3914,ENSG00000113734,106.961097,98.46895866,96.50955932,125.2618767,115.4556032,108.7671845,791.1789407,828.8752123,802.2368626,878.281833
3915,ENSG00000113739,477.0202304,579.8745664,163.9174983,179.8675605,173.5172154,248.4090019,3348.097187,3145.523062,2843.179681,4105.193211
3916,ENSG00000113742,485.589447,397.7743069,512.6752341,475.2329527,417.3080468,342.8548652,800.6389699,713.4557401,714.7800928,800.9796499
3917,ENSG00000113749,46.16285086,32.40867355,38.75622693,19.2475205,19.20877864,25.03249245,NA,NA,NA,NA
3918,ENSG00000113758,5864.979105,5776.794794,7298.932305,6109.717022,5852.739951,6660.891713,3286.869281,3288.744427,3331.083226,3728.988215
3919,ENSG00000113761,446.3652243,463.6495127,463.2708917,484.7833102,480.4769003,354.743856,871.8994085,888.6989714,974.5850437,901.1248197
3920,ENSG00000113763,117.0440322,71.35076341,102.5894618,138.8265572,133.1112254,107.7692527,NA,NA,NA,NA
3921,ENSG00000113790,13.95331326,18.79623466,38.83923421,17.03275169,43.5728057,60.74702942,20.26994497,20.67212145,0.609612888,0.845594197
3922,ENSG00000113805,0.632709694,0.682843159,6.450205236,2.227609621,9.781174883,8.695705621,NA,NA,NA,NA
3923,ENSG00000113810,2526.967564,2847.296644,2471.968227,2659.094232,3432.036846,2643.934826,32738.84989,32223.51979,34465.31181,34603.17402
3924,ENSG00000113811,499.399833,481.3312033,371.5635396,531.1874941,482.7873632,442.6309428,1578.979816,1711.740893,1729.921837,1833.943571
3925,ENSG00000113812,525.4745373,431.9528209,405.7533332,408.3507581,408.4587153,397.1550369,1933.809302,1889.814384,1738.275324,1831.885121
3926,ENSG00000113838,112.0876905,116.3151652,162.8088465,130.9659424,126.858398,147.2341207,914.2596835,1012.419437,794.5952943,962.1081351
3927,ENSG00000113845,762.2557276,801.9981128,709.9145913,725.6860211,840.9471515,666.9094636,2484.680694,2695.147663,2387.971065,2576.120123
3928,ENSG00000113851,581.1649653,570.792547,580.8267989,609.1742214,631.5247161,495.333214,1355.365023,1290.704476,1425.667814,1431.255307
3929,ENSG00000113916,177.0943632,172.8496435,152.5146921,105.8036799,99.26239165,109.1764267,NA,NA,NA,NA
3930,ENSG00000113946,NA,NA,NA,NA,NA,NA,209.4384934,164.4594816,104.8966451,210.6884643
3931,ENSG00000113966,69.35180808,88.58544551,112.3676523,90.80077925,82.93921824,91.12221004,154.5511812,180.7681419,113.2769446,217.2525456
3932,ENSG00000113971,829.9968124,739.1884003,678.2347376,718.3743536,728.5884024,597.2485715,72.1535683,119.0783216,80.70419337,106.1371684
3933,ENSG00000114013,NA,NA,NA,NA,NA,NA,3793.000673,3845.410198,3274.659196,3627.999153
3934,ENSG00000114019,3805.746608,3338.666562,3319.047201,3776.941358,4091.792746,4263.070874,NA,NA,NA,NA
3935,ENSG00000114021,454.7547963,519.2235992,427.8176142,607.8982752,553.4844001,470.7291965,3439.915783,3800.530082,3142.290102,3477.077607
3936,ENSG00000114023,462.6338776,492.0807856,301.0267616,413.434499,377.735992,344.7630089,5532.057769,5392.898612,4314.725141,3498.101848
3937,ENSG00000114026,320.7581693,322.3165713,336.9128308,308.5029175,352.9934272,309.316979,730.6591598,611.1301827,647.1514202,735.302927
3938,ENSG00000114030,1328.044636,1390.610965,1453.77012,1257.922422,1498.240843,1208.512593,3865.966292,3963.628023,3848.800606,3412.917773
3939,ENSG00000114054,445.8223198,486.2257481,625.3553553,547.765016,535.9203179,553.0222612,4137.769527,4212.566016,4265.950106,4287.927367
3940,ENSG00000114062,1464.847875,1448.353513,1449.044618,1672.744286,1656.464494,1538.076657,7121.316179,8194.845966,7068.510261,7491.12223
3941,ENSG00000114098,625.6694893,820.4669805,581.9550034,670.9606597,623.6099508,566.4608206,4073.768956,4307.275227,4526.299314,4339.179519
3942,ENSG00000114107,384.3984783,391.414476,390.3555542,471.1947288,457.6655714,436.7192953,289.498106,344.9631765,364.7801691,339.7079814
3943,ENSG00000114115,501.1110195,671.5668379,568.073619,421.2336344,434.2923109,465.6445471,NA,NA,NA,NA
3944,ENSG00000114120,1511.388995,1315.458675,1530.088609,1552.904317,1766.977562,1494.80378,16985.42363,17822.9852,15470.25648,13511.5233
3945,ENSG00000114125,857.5602052,852.0586884,878.2878911,921.1423333,904.7742508,898.6228402,2053.980003,2139.299085,2191.443449,2400.992868
3946,ENSG00000114126,877.1223043,872.6398332,1172.568952,1079.524966,908.5539276,1042.97914,4398.046013,4802.219829,4499.30437,4471.833907
3947,ENSG00000114127,587.1119513,692.7428529,689.1465334,725.7054569,839.7124984,712.950049,3582.567472,3891.308053,3744.565821,3502.457018
3948,ENSG00000114166,264.4470654,280.7929425,252.5159174,243.484174,482.3418039,173.9331093,1274.149918,1387.100244,1484.217619,1282.292768
3949,ENSG00000114200,45.5246944,48.17290382,50.66230999,45.29284944,56.52943926,41.76762889,3451.786452,3715.031256,3514.412742,4302.847979
3950,ENSG00000114209,391.8428396,429.086277,410.7875722,489.2063169,482.5140498,412.3094818,5052.255081,5419.374449,4911.4041,5812.561955
3951,ENSG00000114248,NA,NA,NA,NA,NA,NA,87.27448804,112.7862961,85.96773504,90.64096335
3952,ENSG00000114251,658.1619576,665.592912,563.9932533,566.3164787,573.6346228,547.0471684,1.542359309,5.313670586,1.599375485,0
3953,ENSG00000114268,409.4653259,311.974766,278.793637,177.0338637,270.4835367,288.184509,4302.770169,4352.169514,2296.160449,1035.508965
3954,ENSG00000114270,1089.561574,1247.183002,698.6957665,725.5657173,683.5155146,630.7212448,61.09172268,61.42805125,120.6285239,77.3606074
3955,ENSG00000114279,17.39331877,5.901719086,42.98072059,3.062804161,6.15167467,12.45068022,NA,NA,NA,NA
3956,ENSG00000114302,848.4279052,845.4048746,977.0247917,723.4298384,875.4939312,808.6635319,2247.70537,2133.743697,2014.509241,1897.513221
3957,ENSG00000114315,1176.618955,1088.234008,1446.206939,1750.231118,1790.082692,1513.45877,207.227103,184.3239825,256.2499521,181.7990036
3958,ENSG00000114316,750.8364077,599.1001158,746.3535511,755.1631551,644.6909018,644.649514,3516.5051,3348.127636,3404.042833,3366.88266
3959,ENSG00000114331,973.6096758,1100.936807,880.3744507,1005.552152,997.2037284,1074.720085,5203.971262,5528.579273,5308.322402,5644.300065
3960,ENSG00000114346,772.4745644,795.2925952,825.1335779,966.3760172,1062.697242,993.9449294,9306.793715,9686.821597,10136.69971,10289.64298
3961,ENSG00000114353,3079.290707,3041.881109,3460.065908,3180.506056,2968.326516,3410.205717,7981.910464,8145.892127,7814.236299,7806.192779
3962,ENSG00000114354,1837.646701,1885.487825,1893.694447,1916.6479,1923.257017,1833.456859,5062.210995,5061.733809,5211.951868,5277.72971
3963,ENSG00000114374,NA,NA,NA,NA,NA,NA,2767.584573,3102.43562,3129.742485,3005.377158
3964,ENSG00000114378,27.3994311,11.29544205,26.05730539,34.29539003,24.43309936,23.97322308,2.787092172,3.774131452,3.186562423,9.546830103
3965,ENSG00000114383,274.5429294,350.148972,337.4856097,327.0456964,292.7547826,305.9666874,1154.513027,1128.202341,1063.631918,1238.651614
3966,ENSG00000114388,296.3465561,345.0776649,273.8880903,291.833239,265.7489026,239.7374717,1111.651139,1059.351151,1113.386577,1152.387765
3967,ENSG00000114391,6090.367613,6002.397591,5208.735161,6891.501111,6260.926634,5555.474072,28673.98672,29733.63704,28384.76634,31233.9172
3968,ENSG00000114395,130.7941219,167.7524084,167.3455285,189.5384659,143.2096671,132.812333,259.6499974,249.2938757,272.2281049,279.7626826
3969,ENSG00000114405,42.97474757,76.41827642,60.01124202,44.19616988,50.09272137,44.83475392,NA,NA,NA,NA
3970,ENSG00000114416,4517.085175,3927.802182,3845.393742,4152.111664,4449.857715,3908.848462,12437.613,12972.16689,13185.87943,13428.59762
3971,ENSG00000114423,574.5066253,398.231509,628.9724264,438.4347718,429.470111,456.2904913,5625.74706,5670.642473,6144.467208,6027.549138
3972,ENSG00000114439,1894.523334,1423.929865,1416.270751,1326.881012,1707.127566,1444.521913,4545.276021,4822.468509,2558.146811,2460.864284
3973,ENSG00000114446,529.8938666,550.5960207,693.208493,763.8394222,679.5422765,699.535828,608.2777384,670.6224412,617.3528066,715.3066224
3974,ENSG00000114450,1057.380339,1121.292754,1019.068001,1088.98888,1211.498367,1041.503116,NA,NA,NA,NA
3975,ENSG00000114455,NA,NA,NA,NA,NA,NA,2329.660693,2574.575351,2678.926242,3084.105591
3976,ENSG00000114473,115.5108421,136.5505055,148.6133786,102.1929983,135.2402885,92.75711786,183.6416708,176.1669404,143.9746502,144.9411075
3977,ENSG00000114480,309.3807048,306.1020948,362.7157012,378.32262,304.7500127,368.1594609,9691.634541,10216.77392,9250.231132,7689.547485
3978,ENSG00000114491,429.9179361,555.1015194,520.0937566,519.877766,723.1268415,518.636868,2552.109838,2419.68898,2239.775026,2728.291218
3979,ENSG00000114503,1371.591059,1255.218423,1614.375154,1561.991822,1409.295888,1468.168789,8606.941334,8949.731694,8479.317435,9342.484408
3980,ENSG00000114520,587.9726145,593.9605904,637.644986,653.4457394,625.9175178,560.6838385,4193.473241,4350.874859,4006.022657,4612.91071
3981,ENSG00000114529,530.018038,740.6313993,472.6572239,640.2619054,683.8903161,451.787186,5.611950558,5.985424368,8.290144268,3.878402549
3982,ENSG00000114541,2304.710544,2150.661232,2360.932828,2849.60689,3196.448164,2792.033704,128.7915949,125.8809643,170.0691906,104.1129129
3983,ENSG00000114544,553.4996613,513.08412,535.905088,566.1315429,509.8825716,657.6274869,1318.831251,1263.63304,1419.960342,1347.080984
3984,ENSG00000114554,2589.862402,2199.539214,2985.30787,2207.125561,2608.074756,2740.710191,2355.006184,1932.244272,2637.662938,2027.902802
3985,ENSG00000114573,813.3284516,937.0935286,890.7043789,781.7101454,830.183738,973.5962426,3132.90856,3923.018401,3261.210469,3323.589223
3986,ENSG00000114626,281.7171508,261.9342585,241.8319209,278.8944103,217.2134716,228.2092819,234.636642,208.6480156,232.594764,239.1145973
3987,ENSG00000114631,264.823749,187.8445278,385.2280335,294.1768216,221.6035399,323.5947303,NA,NA,NA,NA
3988,ENSG00000114646,14.47345709,11.95914741,21.66779636,21.76915341,21.62282601,15.82750729,NA,NA,NA,NA
3989,ENSG00000114648,370.2548115,427.6702861,427.8718002,349.8586745,331.329379,392.5748463,1463.373482,1514.504382,1681.493155,1524.256687
3990,ENSG00000114650,1737.133349,1565.947258,1748.310081,1589.704126,1723.085902,1696.785162,1917.012786,1567.548997,1522.205718,1326.6723
3991,ENSG00000114654,5.3481642,1.003138178,2.368912605,1.090809791,5.962914756,3.483937285,NA,NA,NA,NA
3992,ENSG00000114656,29.08254034,29.10172086,29.82149863,24.75450575,39.37377839,32.0445042,NA,NA,NA,NA
3993,ENSG00000114670,58.27438809,79.97387316,43.24523964,61.2792324,60.18517291,52.3158821,7.52673809,8.733432836,3.22451696,3.774274934
3994,ENSG00000114686,1025.89755,1128.335664,1151.746381,1134.116606,1143.930202,1219.153877,14193.49039,14888.99424,13534.90853,16460.80429
3995,ENSG00000114698,41.76452583,35.93199681,30.20050549,45.12950884,29.09650161,33.06812541,NA,NA,NA,NA
3996,ENSG00000114735,802.9423376,810.4877646,751.3357686,782.1268927,790.0195985,825.0753815,1535.21455,1369.839801,1653.167963,1487.846264
3997,ENSG00000114737,173.8583436,143.1620075,291.0648092,178.783654,130.4109445,177.2675345,190.0527216,196.8039214,222.6089481,175.1506624
3998,ENSG00000114738,606.0484642,569.8527409,602.7572119,620.2396566,636.1124331,605.4627332,2720.508857,2566.680363,2569.600317,2829.268651
3999,ENSG00000114739,1531.956006,1428.407227,1838.280109,1406.79494,1681.641812,1888.377274,598.2916517,619.5141615,689.1855248,632.1066428
4000,ENSG00000114742,1006.168457,863.2272301,1023.399559,896.6047583,1006.327931,1001.546092,2256.662201,2386.410526,2402.165858,2747.480646
4001,ENSG00000114744,621.6865913,572.1552437,492.7624391,617.6892478,665.4647689,509.044511,3150.045101,3115.814226,3125.454074,3437.170957
4002,ENSG00000114745,856.9469054,835.9675247,721.4685979,816.0877668,638.7539339,806.3262223,1380.527021,1357.416366,1552.313566,1406.349449
4003,ENSG00000114757,12.05077969,20.09357016,10.83991228,5.823418319,9.484137866,12.4115175,2229.240089,2636.314221,2460.964562,2212.718178
4004,ENSG00000114767,444.7021542,423.3269512,677.0674527,668.4906045,458.0641499,662.7983224,1314.182393,1135.148528,1116.758306,1365.384496
4005,ENSG00000114770,1661.992018,1547.963207,1711.918526,1911.534046,1600.489691,1601.056653,3960.601807,3764.884978,4421.763256,3829.201737
4006,ENSG00000114779,136.8021102,109.5658871,78.66696136,117.7311947,105.5433706,99.75997733,3515.430207,3263.285536,3148.922035,3030.860716
4007,ENSG00000114784,693.1754565,649.8280902,663.0663529,650.1920281,611.1805754,652.9990871,1180.960673,1270.487842,1235.559731,1161.753664
4008,ENSG00000114786,28.22871239,40.74335595,25.04692721,12.56252916,27.58042024,21.83574822,46.87203529,94.23370053,68.49828301,34.39939851
4009,ENSG00000114790,243.9500292,251.613929,218.9045659,307.852627,273.4760834,291.7613814,NA,NA,NA,NA
4010,ENSG00000114796,600.5731343,412.4397836,603.1763592,509.8234175,493.3073906,730.1696102,987.4113373,1096.437444,1069.647173,1013.348478
4011,ENSG00000114805,140.4447074,94.51601815,164.4905751,207.1817503,143.2416264,201.3940841,2271.165925,2472.25892,2154.122587,1779.510901
4012,ENSG00000114812,15.56484556,55.198953,13.70397844,31.2012398,54.72612738,14.61663645,NA,NA,NA,NA
4013,ENSG00000114841,235.1008571,233.7924807,182.4304883,184.0168035,174.6905457,234.2531378,581.4303487,607.6808314,582.1024259,383.0531355
4014,ENSG00000114850,2283.701372,2481.097923,2024.70091,2246.28893,2424.559851,2082.913403,8936.496747,9461.464939,8476.062932,9289.700727
4015,ENSG00000114853,290.8878618,386.9827096,201.5923884,254.4714794,297.5939561,230.2801355,434.2634167,423.5079329,407.6185988,379.9546016
4016,ENSG00000114854,164.229133,103.9387664,226.7757739,71.03807725,77.48858274,232.7847587,32.94818424,28.55707511,26.33305793,22.20921857
4017,ENSG00000114857,2308.58049,1823.16455,2325.970798,2547.545632,2382.157248,2568.500464,22422.16678,22181.90085,22147.7015,18447.51156
4018,ENSG00000114859,180.0485125,142.0121862,208.0086259,154.7422025,198.733009,151.6748555,1060.029737,987.6442833,1092.943456,969.8793889
4019,ENSG00000114861,740.5265406,658.9425868,1009.113433,694.2395365,680.057436,1028.864811,179.6088544,187.5187257,233.192499,201.5468007
4020,ENSG00000114867,6722.045062,7486.728901,8016.498518,6982.408631,6920.837875,7358.135564,33357.31476,30945.9788,33568.9824,34154.50588
4021,ENSG00000114902,746.2199053,818.431795,714.1020868,809.1135778,795.3050644,742.360865,2608.682314,2726.557558,2463.406458,2629.267357
4022,ENSG00000114904,391.6798378,396.7346626,430.6674256,386.7156484,339.4158092,458.0179537,1759.063404,2309.722603,1819.482567,1799.472763
4023,ENSG00000114923,580.1629738,501.8956689,537.5966807,476.2265668,431.7855079,415.593407,85.13871978,62.34878505,100.8821222,47.26522916
4024,ENSG00000114933,269.4797309,274.5134146,366.8399211,289.8252378,322.1469352,339.6886367,729.8975562,844.7169747,894.724388,805.2013966
4025,ENSG00000114942,4078.11738,4202.705877,4322.098922,4695.85006,4589.526385,4136.083814,22829.8895,23911.14512,22252.39148,24878.75631
4026,ENSG00000114948,196.4866903,112.7178833,126.2172142,125.8837691,87.6021177,181.9351772,NA,NA,NA,NA
4027,ENSG00000114956,572.1673639,636.6187375,599.7575113,686.0412147,604.7522005,610.9821826,1948.41223,1986.30802,1826.360836,1960.952923
4028,ENSG00000114978,1715.256438,1869.982922,1750.155502,1718.387633,1795.40678,1671.484647,11472.56311,12082.90039,11391.92927,12443.21039
4029,ENSG00000114982,1389.393144,1200.647783,1357.417598,1289.884661,1436.725051,1206.710054,2697.022789,2615.032406,2750.358148,2477.275917
4030,ENSG00000114988,562.4639611,478.0422993,487.0127103,507.0165684,541.6099439,553.8497508,766.5479781,757.7226704,857.3644369,891.280767
4031,ENSG00000114993,743.4675433,717.7839529,726.4482559,633.1072481,681.9150072,626.5658525,1853.542293,1715.18943,2007.1017,1781.462803
4032,ENSG00000114999,812.0760584,920.4320252,862.5407752,1008.337145,1164.276191,1006.800794,2406.523914,2474.520904,2411.090477,2504.831042
4033,ENSG00000115008,1.665557766,0,4.244937008,0.977331278,1.238008753,4.161990605,NA,NA,NA,NA
4034,ENSG00000115009,NA,NA,NA,NA,NA,NA,845.160455,921.0486392,869.3196201,896.5894022
4035,ENSG00000115020,1057.130911,1149.553965,1261.494842,1234.560633,1365.076352,1285.61276,5924.496047,6400.773404,6415.144897,5980.489494
4036,ENSG00000115041,18.51424135,16.16928029,13.01335048,13.3002317,20.46637529,3.754398222,20.21493624,18.77618261,48.69024896,50.59770425
4037,ENSG00000115042,396.0444723,332.5817543,369.6956039,469.4280567,345.0674813,417.6501443,1523.551225,1446.055737,1601.413794,1680.285369
4038,ENSG00000115053,10026.68115,10756.17126,12516.48745,12143.00842,12351.26646,13027.92213,92794.61512,90645.60805,80419.14698,92141.92461
4039,ENSG00000115073,1160.723496,1272.62152,950.2846862,1120.544628,1139.147487,1023.117735,2105.963725,1893.788356,1977.251989,1817.442238
4040,ENSG00000115084,843.581512,896.2158648,773.6651346,854.2060355,1090.305703,713.5183181,2637.099356,2894.567815,2706.103575,2437.464604
4041,ENSG00000115085,61.81371575,57.0625194,52.87020902,49.88162902,62.43441721,82.98578549,NA,NA,NA,NA
4042,ENSG00000115091,2441.062822,2694.069971,2591.905367,2473.323619,2539.95432,2422.863253,22874.88785,24740.75995,22957.23082,24615.62634
4043,ENSG00000115107,29.33134732,26.64316838,36.78314442,23.16062744,20.31228387,33.23204523,1933.040887,1830.579378,2043.063007,1907.26198
4044,ENSG00000115109,2855.572088,3642.051573,3192.057738,3018.19065,3287.04039,2762.219637,1114.699569,1204.662629,1244.440973,1152.8243
4045,ENSG00000115112,17.02806265,12.61359937,54.31045846,10.73453178,53.62875207,53.18850426,NA,NA,NA,NA
4046,ENSG00000115128,706.498573,889.6368828,767.2717739,859.3331081,797.0224569,817.0363804,6248.703257,6166.257903,6448.80983,7100.369976
4047,ENSG00000115129,632.1257571,801.4372079,857.5407139,627.1712741,608.5051203,637.4538952,354.1682676,418.2958379,432.3091791,211.9970776
4048,ENSG00000115137,102.5682676,96.30417286,102.9475814,139.4961594,120.9889478,104.3124009,439.6125499,386.980689,413.4894509,304.9184285
4049,ENSG00000115138,13.01188355,11.81542791,13.33790632,1.116645579,9.702517812,17.04470735,61.18858925,57.32318607,58.58459954,90.63365253
4050,ENSG00000115145,338.0795285,416.2911269,392.577903,390.5493355,465.1720636,464.4533331,844.978403,883.4421736,1001.225457,915.4750967
4051,ENSG00000115155,3.868135594,2.365755874,2.267230416,0,0,3.01565919,NA,NA,NA,NA
4052,ENSG00000115159,969.729505,658.0872685,1005.890998,1809.102109,1113.67652,1009.569386,879.243212,1099.089834,969.3936959,1461.018556
4053,ENSG00000115163,174.837703,186.6091527,122.8977518,182.6535229,181.0246676,186.3670689,1247.254531,1236.678283,1281.809126,1410.878008
4054,ENSG00000115165,8.327792066,7.190219585,15.91851378,8.795986628,22.28415323,3.121492347,1886.140587,1954.893127,1736.753738,1886.094151
4055,ENSG00000115170,342.3263257,312.9018758,422.615552,359.418227,374.3576502,397.9126035,NA,NA,NA,NA
4056,ENSG00000115183,758.2346363,936.8483632,436.0779594,475.6773915,542.9409497,415.7108511,190.7704728,227.2423524,246.9644165,201.5395183
4057,ENSG00000115194,692.7682139,315.7252281,896.0947394,783.3798752,534.8602843,868.159803,5.776817415,6.081770564,30.05046066,5.001083608
4058,ENSG00000115204,369.0639904,364.7435785,271.9950518,344.1065427,368.5143952,328.7404321,1174.071048,1099.85901,1109.946626,1132.757471
4059,ENSG00000115207,1457.180072,1555.586574,1341.177744,1385.798701,1366.069701,1332.197913,5365.496381,5055.377126,5305.802798,5199.27644
4060,ENSG00000115211,825.6232416,795.1323681,707.7829953,676.6953352,717.1367205,726.1755682,1206.447269,1189.052981,1141.277728,1300.091888
4061,ENSG00000115216,2594.562609,2790.166712,2844.276172,2776.700454,2805.266508,2578.841796,3718.135161,3712.002999,4173.136628,4179.431484
4062,ENSG00000115221,161.7667897,467.5082307,73.39721591,73.19828083,158.5599457,71.12923189,NA,NA,NA,NA
4063,ENSG00000115226,176.4954365,180.7476037,124.0058424,161.2012508,154.5301972,128.2129968,NA,NA,NA,NA
4064,ENSG00000115232,17.46864503,11.70383375,10.88650419,5.439100212,21.09610264,16.01593093,9831.189769,11100.69784,11032.29178,11233.36183
4065,ENSG00000115233,869.6994757,1083.803755,1083.721087,1136.795436,1133.781481,1147.735178,7228.444792,7566.620066,6753.775473,7823.94694
4066,ENSG00000115234,1460.300112,1511.779352,1459.758897,1468.203859,1439.742004,1474.729194,2546.094095,2458.989012,2525.236589,2685.297148
4067,ENSG00000115239,439.0842815,428.394405,436.6270673,466.9214381,493.9696754,399.2484729,1133.939865,1208.640436,1091.769325,1111.088908
4068,ENSG00000115241,1781.224539,1845.009422,1930.062365,1809.376413,1935.12078,1845.29095,10371.15815,9909.943116,9663.744167,10121.19437
4069,ENSG00000115252,36.30563934,37.39832527,7.599607231,32.82750562,36.58780586,6.816551675,9.465392386,5.580889982,11.779846,7.289392733
4070,ENSG00000115255,156.3790684,97.06357629,201.6198542,145.2701012,118.5777833,186.453337,42.1538696,24.71609408,51.2137512,38.56927682
4071,ENSG00000115257,206.4870218,122.3798237,190.0020713,188.4025197,185.3372879,123.5735584,50.4076983,38.50343821,41.76848572,39.93428255
4072,ENSG00000115266,80.76798634,67.79701683,150.3221026,93.23654627,115.2082613,88.00416291,13.39212961,7.580087494,12.80246886,8.310098377
4073,ENSG00000115267,10.32969674,12.46028973,3.488095088,14.80800706,20.21643783,7.559895438,1054.116266,1131.163814,1090.90402,1260.861102
4074,ENSG00000115268,3959.708369,4080.023914,3667.869434,4303.039625,3969.921951,3986.34243,6969.452236,5707.153854,4807.14335,6863.753028
4075,ENSG00000115271,457.6237626,460.2006701,432.8222171,668.5034226,653.1097819,428.3614813,596.4813976,613.1051085,695.0819762,720.896048
4076,ENSG00000115274,152.5593515,201.9541181,184.5777889,196.2705292,213.7952071,142.1343326,263.1418846,246.9516384,236.2544353,247.0650384
4077,ENSG00000115275,1018.249339,1047.61802,982.7219343,1008.626808,880.2153249,906.6978477,3317.715252,2900.101261,3287.038114,2992.710997
4078,ENSG00000115282,504.4433631,436.0422924,400.3160591,471.144072,488.1019308,361.8070631,1961.090576,1832.487079,2095.198879,1851.035449
4079,ENSG00000115286,489.3290596,531.9334296,497.8523637,516.1093379,459.1870511,503.0205649,1336.927501,1113.93059,1216.273576,1372.96846
4080,ENSG00000115289,100.8734862,81.90513417,58.28685363,80.995029,67.33189373,78.34987565,718.6267067,673.7153742,765.9523057,675.9530182
4081,ENSG00000115290,18.47177903,14.59292342,28.89278801,13.08077265,14.48414636,34.25333225,45.85715772,43.86523006,43.27117258,46.68464442
4082,ENSG00000115295,197.2135905,218.1341901,247.7899371,282.8157922,184.0109318,319.8140998,1.223537239,0.602224274,19.62067418,31.81767617
4083,ENSG00000115297,8.324910113,3.874644004,0.953870219,2.295087928,1.453620556,0.935233811,NA,NA,NA,NA
4084,ENSG00000115306,5874.590607,6297.366896,6486.743259,4890.799672,5920.939312,6946.04889,24570.87234,25654.37676,27562.20743,23538.56072
4085,ENSG00000115307,1266.844824,1315.175092,1109.062586,1233.822945,1142.239871,1063.078423,5908.422561,5417.315025,6191.573395,6051.780854
4086,ENSG00000115310,3362.743399,3731.909869,3456.255797,3361.112869,3383.53177,3227.850129,6775.601727,7276.198362,6637.458797,6872.836234
4087,ENSG00000115317,415.6407684,437.9209262,377.2342162,394.4849595,377.7268184,342.853026,1444.016246,1345.587852,1477.724185,1629.787116
4088,ENSG00000115318,289.0635315,208.3171673,215.6278306,399.6512452,232.1539877,305.5705273,194.1149481,163.6724838,196.0616838,222.8305131
4089,ENSG00000115325,172.2301145,159.9682951,186.4539144,178.530648,198.4853807,170.4670282,736.2590395,621.3534675,734.5459477,718.5913265
4090,ENSG00000115339,16.45181173,17.74141818,10.06649697,5.427755782,21.20143348,18.60283639,16.28598963,17.52481666,35.70495179,10.56982999
4091,ENSG00000115350,160.7199045,245.6407889,155.527524,197.0663197,182.1031051,174.4641776,695.9521604,754.0847827,792.1555398,791.5663959
4092,ENSG00000115353,31.50606936,16.69547329,44.30268551,53.50936958,29.04892753,41.70807128,NA,NA,NA,NA
4093,ENSG00000115355,1646.68807,1609.060273,1919.789659,1709.183497,2082.737622,1864.365721,3024.987856,3285.224311,3211.797996,2802.437517
4094,ENSG00000115361,6.795085758,9.815159519,5.199167647,3.59410768,2.333798295,4.620816688,NA,NA,NA,NA
4095,ENSG00000115363,47.66213857,65.48102956,49.7556112,41.17864952,36.37902007,23.24965676,NA,NA,NA,NA
4096,ENSG00000115364,755.45046,881.406675,958.3706446,964.8061315,810.5521142,752.1683221,6130.175623,6197.712718,6177.502802,6672.517419
4097,ENSG00000115365,1679.341829,1759.513515,1584.688849,2050.588902,1848.22322,2021.010152,5011.361962,5134.961104,4611.242046,5096.099909
4098,ENSG00000115368,713.2199992,671.8542555,760.5398653,755.5498152,787.4731694,763.052766,7977.065079,8141.958271,7334.456974,8785.079457
4099,ENSG00000115380,105.1728485,52.59082282,68.78237802,131.8724913,72.32320895,116.049599,NA,NA,NA,NA
4100,ENSG00000115392,407.6749708,418.9974072,417.6668484,451.2070912,466.3663055,475.9082655,2320.068928,2410.287129,2363.97406,2278.556805
